일시,기온(°C),강수량(mm),풍속(m/s),습도(%),증기압(hPa),이슬점온도(°C),현지기압(hPa),해면기압(hPa),일조(hr),일사(MJ/m2),적설(cm),지면온도(°C),5cm 지중온도(°C),10cm 지중온도(°C),20cm 지중온도(°C),30cm 지중온도(°C)
2022-04-13 9:00,13.5,,5,82,12.6,10.4,1003.5,1013.7,0,0.3,,14.1,15.9,15.9,15.9,15.7
2022-04-13 10:00,13.4,,5.3,74,11.3,8.8,1004.3,1014.5,0,0.38,,13.7,15.8,15.8,15.8,15.6
2022-04-13 11:00,13.4,,5.6,71,10.9,8.2,1005,1015.2,0,0.64,,14.8,15.8,15.7,15.7,15.5
2022-04-13 12:00,13.3,,6.1,68,10.4,7.5,1005.1,1015.3,0,0.57,,14.5,15.8,15.6,15.6,15.5
2022-04-13 13:00,13.1,,5.3,67,10.1,7.1,1005.2,1015.4,0,0.51,,14.1,15.7,15.5,15.5,15.4
2022-04-13 14:00,12.3,,5.1,55,7.8,3.5,1005,1015.3,0,0.28,,12.4,15.4,15.4,15.4,15.3
2022-04-13 15:00,12.2,,5.7,55,7.8,3.4,1004.6,1014.9,0,0.3,,12.8,15.1,15.2,15.3,15.3
2022-04-13 16:00,12.3,,7.4,57,8.1,4,1004.1,1014.4,0,0.51,,12.9,15,15,15.2,15.2
2022-04-13 17:00,12.2,,6.6,58,8.2,4.1,1004.4,1014.7,0,0.23,,11.9,14.8,14.9,15.1,15.1
2022-04-13 18:00,12.3,,4.9,58,8.2,4.2,1004.7,1015,0,0.15,,11.7,14.6,14.7,15,15.1
2022-04-13 19:00,12.3,,4.4,59,8.4,4.5,1004.9,1015.2,0,0.04,,11,14.4,14.6,14.9,15
2022-04-13 20:00,12.2,,5,59,8.4,4.4,1006,1016.3,0,0.01,,10.6,14.2,14.4,14.7,14.9
2022-04-13 21:00,12.2,,6.1,57,8.1,3.9,1006.7,1017,,,,10.4,14,14.3,14.6,14.8
2022-04-13 22:00,12,,5.6,52,7.3,2.4,1006.8,1017.1,,,,10.2,13.8,14.1,14.5,14.8
2022-04-13 23:00,12,,4.9,49,6.8,1.5,1006.7,1017,,,,10.1,13.6,14,14.4,14.7
2022-04-14 0:00,12.1,,6.4,49,6.9,1.6,1007.1,1017.4,,,,10.1,13.5,13.8,14.3,14.6
2022-04-14 1:00,12.2,,4.1,49,6.9,1.7,1007.1,1017.4,,,,10.1,13.3,13.6,14.1,14.5
2022-04-14 2:00,12.2,,4.8,49,6.9,1.7,1006.5,1016.8,,,,10.1,13.2,13.5,14,14.4
2022-04-14 3:00,12.2,,3.8,48,6.8,1.4,1006.3,1016.6,,,,10.1,13.1,13.4,13.9,14.3
2022-04-14 4:00,12.2,,4.5,46,6.5,0.9,1006.5,1016.8,,,,10,13,13.3,13.8,14.2
2022-04-14 5:00,12.1,,4.2,47,6.6,1.1,1006.3,1016.6,,,,10,12.9,13.2,13.7,14.1
2022-04-14 6:00,11.9,,4.8,51,7.1,2,1006.7,1017,0,0,,9.9,12.8,13.1,13.6,14
2022-04-14 7:00,11.9,,4.1,56,7.7,3.3,1007.5,1017.8,0,0.02,,10.1,12.7,13,13.5,14
2022-04-14 8:00,12.1,,4.7,60,8.4,4.5,1007.6,1017.9,0,0.13,,11.2,12.7,12.9,13.4,13.9
2022-04-14 9:00,12.2,,4.3,65,9.2,5.8,1008.1,1018.4,0,0.28,,12.9,12.8,12.8,13.3,13.8
2022-04-14 10:00,12.2,,5.3,64,9,5.5,1009,1019.3,0,0.49,,13.4,13,12.8,13.2,13.7
2022-04-14 11:00,13.2,,4.2,59,8.9,5.3,1008.9,1019.2,0,0.8,,17.8,13.3,12.9,13.1,13.6
2022-04-14 12:00,14.3,,3.8,57,9.2,5.8,1008.5,1018.7,0,1.3,,21.9,13.9,13.1,13.1,13.6
2022-04-14 13:00,14.8,,4.1,53,8.9,5.3,1007.7,1017.9,0,1.54,,24.3,14.5,13.3,13.1,13.5
2022-04-14 14:00,15.1,,3.4,52,8.9,5.3,1007.5,1017.7,0,1.63,,23.9,15.3,13.7,13.2,13.5
2022-04-14 15:00,15.1,,4.4,50,8.5,4.7,1006.9,1017.1,0,1.36,,23.3,15.6,14,13.3,13.5
2022-04-14 16:00,15,,3.1,50,8.5,4.6,1007.4,1017.6,0,0.81,,20.1,15.6,14.3,13.5,13.5
2022-04-14 17:00,15.1,,3.2,50,8.5,4.7,1007.4,1017.6,0,0.58,,18.5,15.5,14.4,13.6,13.5
2022-04-14 18:00,15,,2.4,49,8.3,4.3,1007.9,1018.1,0,0.42,,16.5,15.4,14.5,13.8,13.6
2022-04-14 19:00,14.1,,2.8,50,8,3.8,1008,1018.2,0,0.16,,11.9,15,14.4,13.9,13.7
2022-04-14 20:00,13.4,,3.4,51,7.8,3.4,1008.3,1018.5,0,0,,10.2,14.3,14.2,13.9,13.7
2022-04-14 21:00,13.1,,3,52,7.8,3.4,1009.3,1019.6,,,,10.4,13.9,14,13.9,13.8
2022-04-14 22:00,12.6,,3.5,52,7.5,2.9,1010,1020.3,,,,10.1,13.6,13.8,13.8,13.8
2022-04-14 23:00,11.9,,3.3,53,7.4,2.6,1009.6,1019.9,,,,9.2,13.4,13.6,13.7,13.8
2022-04-15 0:00,11.4,,2.4,55,7.4,2.6,1010.1,1020.5,,,,9,13.1,13.4,13.6,13.8
2022-04-15 1:00,10.8,,2.2,56,7.2,2.3,1009.9,1020.3,,,,8.1,12.8,13.2,13.5,13.7
2022-04-15 2:00,10.2,,2.3,57,7.1,2,1009.2,1019.6,,,,7.6,12.5,13,13.4,13.7
2022-04-15 3:00,9.6,,3.5,57,6.8,1.4,1009.2,1019.6,,,,6.6,12.2,12.8,13.3,13.6
2022-04-15 4:00,9,,3,57,6.5,0.9,1008.9,1019.3,,,,5.4,11.9,12.5,13.1,13.5
2022-04-15 5:00,8.2,,2.3,61,6.6,1.1,1008.7,1019.2,,,,4.5,11.5,12.3,13,13.4
2022-04-15 6:00,7.7,,2.6,62,6.5,0.8,1009,1019.5,0,0,,4,11.1,12,12.8,13.4
2022-04-15 7:00,7.9,,2.5,64,6.8,1.4,1009.3,1019.8,0.6,0.2,,5.2,10.9,11.8,12.6,13.3
2022-04-15 8:00,10.1,,2.1,57,7,1.9,1009.4,1019.8,1,0.87,,12.7,11.1,11.6,12.5,13.2
2022-04-15 9:00,12.7,,3.3,49,7.2,2.2,1008.9,1019.2,1,1.68,,20.9,11.8,11.6,12.3,13
2022-04-15 10:00,14.2,,1.5,43,6.9,1.7,1008.7,1018.9,1,2.33,,29.4,13.1,11.9,12.2,12.9
2022-04-15 11:00,15.7,,2.3,41,7.3,2.4,1008.5,1018.7,1,2.89,,35.6,14.6,12.4,12.2,12.8
2022-04-15 12:00,16.4,,3.4,36,6.7,1.2,1007.6,1017.7,1,3.28,,39.1,16.1,13.1,12.3,12.8
2022-04-15 13:00,17.5,,4.1,31,6.2,0.1,1006.9,1017,1,3.42,,41,17.4,13.8,12.6,12.8
2022-04-15 14:00,18.3,,4.4,31,6.5,0.8,1006,1016,1,3.36,,41,18.2,14.5,12.9,12.8
2022-04-15 15:00,18.9,,3.7,30,6.5,0.9,1004.7,1014.7,1,2.98,,38.5,18.5,15.1,13.3,12.9
2022-04-15 16:00,19.2,,3.3,32,7.1,2,1003.6,1013.5,1,2.38,,34.6,18.5,15.5,13.6,13.1
2022-04-15 17:00,17.9,,5.5,39,8,3.7,1003.8,1013.8,1,1.76,,27.1,18.3,15.9,14,13.3
2022-04-15 18:00,16.2,,4.8,43,7.8,3.5,1004.5,1014.6,1,0.9,,17.9,17.6,16,14.3,13.5
2022-04-15 19:00,14.8,,2.9,51,8.5,4.7,1005,1015.2,0.6,0.25,,13.6,16.8,15.9,14.6,13.7
2022-04-15 20:00,14,,2.4,54,8.6,4.8,1006,1016.2,0,0.01,,11.5,15.9,15.6,14.7,13.9
2022-04-15 21:00,13.8,,3.9,45,7.1,2,1007.1,1017.3,,,,10.1,15.3,15.3,14.7,14
2022-04-15 22:00,12.6,,3.1,48,7,1.8,1007.6,1017.9,,,,8.6,14.7,15,14.7,14.1
2022-04-15 23:00,12,,2.1,51,7.1,2.1,1007.6,1017.9,,,,7.5,14.2,14.7,14.6,14.2
2022-04-16 0:00,11.3,,1,52,6.9,1.7,1008,1018.4,,,,6.2,13.7,14.3,14.5,14.2
2022-04-16 1:00,10.3,,0.3,56,7,1.8,1008.2,1018.6,,,,5.1,13.2,14,14.3,14.2
2022-04-16 2:00,9.5,,0.8,59,7,1.8,1008.1,1018.5,,,,4.5,12.7,13.6,14.1,14.1
2022-04-16 3:00,8.7,,2.2,63,7.1,2,1008,1018.4,,,,4.2,12.3,13.3,13.9,14
2022-04-16 4:00,8.3,,1,64,7,1.8,1007.9,1018.4,,,,3.2,11.9,12.9,13.7,14
2022-04-16 5:00,7.4,,2.3,68,7,1.8,1007.7,1018.2,,,,3.1,11.5,12.6,13.5,13.9
2022-04-16 6:00,7.2,,1.7,69,7,1.8,1008,1018.5,0,0,,2.6,11.2,12.3,13.2,13.7
2022-04-16 7:00,7.7,,1.3,69,7.2,2.3,1008.5,1019,0.6,0.2,,4.6,10.9,12,13,13.6
2022-04-16 8:00,9.8,,0.8,65,7.8,3.5,1008.7,1019.1,1,0.84,,13.4,11.3,11.9,12.8,13.5
2022-04-16 9:00,12.7,,2.6,56,8.2,4.1,1008.7,1019,1,1.65,,23,12.2,11.9,12.6,13.4
2022-04-16 10:00,14.7,,2.5,48,8,3.7,1008.9,1019.1,1,2.3,,31.3,13.6,12.3,12.5,13.2
2022-04-16 11:00,16.2,,2.8,40,7.3,2.5,1008.6,1018.8,1,2.92,,37.3,15,12.8,12.5,13.1
2022-04-16 12:00,17.3,,3.3,33,6.5,0.8,1007.8,1017.9,1,3.33,,41.6,16.6,13.5,12.7,13.1
2022-04-16 13:00,18.1,,3.8,28,5.8,-0.7,1007,1017,1,3.47,,43.4,18,14.2,12.9,13
2022-04-16 14:00,19.2,,4,20,4.4,-4.3,1006.1,1016.1,1,3.36,,43,18.8,14.9,13.2,13.1
2022-04-16 15:00,20,,3.8,26,6.1,-0.1,1005.5,1015.5,1,3.05,,40.7,19.5,15.6,13.6,13.2
2022-04-16 16:00,19.6,,4.3,21,4.8,-3.3,1005.2,1015.1,1,2.46,,35.5,19.6,16.1,14,13.3
2022-04-16 17:00,18.7,,3.9,25,5.4,-1.7,1005.1,1015.1,1,1.79,,28.5,18.9,16.4,14.4,13.5
2022-04-16 18:00,17.2,,3.8,25,4.9,-3,1005.4,1015.5,1,0.98,,18.1,18.1,16.4,14.7,13.7
2022-04-16 19:00,15.3,,2.6,32,5.6,-1.3,1005.5,1015.7,0.7,0.29,,12.6,17.1,16.3,14.9,13.9
2022-04-16 20:00,13.8,,2.5,36,5.7,-1,1005.9,1016.1,0,0,,10,16.1,16,15.1,14.1
2022-04-16 21:00,12.7,,2.1,45,6.6,1,1006.8,1017.1,,,,8.6,15.3,15.6,15.1,14.3
2022-04-16 22:00,11.5,,2.9,59,8,3.7,1007.1,1017.4,,,,7.8,14.7,15.2,15,14.4
2022-04-16 23:00,10.7,,2.2,65,8.3,4.3,1007.2,1017.6,,,,6.7,14.1,14.8,14.9,14.4
2022-04-17 0:00,10.1,,2.4,71,8.7,5,1007.4,1017.8,,,,6.2,13.6,14.4,14.7,14.4
2022-04-17 1:00,9.4,,1.3,75,8.8,5.1,1007.6,1018,,,,5,13.2,14.1,14.5,14.4
2022-04-17 2:00,8.9,,2.8,82,9.3,5.9,1007.5,1017.9,,,,5.1,12.8,13.7,14.3,14.3
2022-04-17 3:00,8.4,,1.3,82,9,5.4,1007.5,1017.9,,,,3.9,12.4,13.4,14.1,14.2
2022-04-17 4:00,7.8,,1.2,84,8.8,5.2,1007.5,1018,,,,3.1,12,13.1,13.9,14.2
2022-04-17 5:00,7.6,,0.7,85,8.8,5.2,1007.5,1018,,,,2.8,11.6,12.8,13.7,14
2022-04-17 6:00,7.2,,1.3,86,8.7,5,1007.7,1018.2,0,0,,2.6,11.3,12.5,13.4,13.9
2022-04-17 7:00,7.5,,0.5,85,8.8,5.1,1008.1,1018.6,0.5,0.19,,5.1,11.2,12.2,13.2,13.8
2022-04-17 8:00,9.6,,1.7,79,9.4,6.1,1008.6,1019,1,0.81,,13.2,11.5,12.1,13,13.7
2022-04-17 9:00,11.8,,1.7,65,9,5.4,1008.7,1019,1,1.63,,22.6,12.4,12.1,12.8,13.5
2022-04-17 10:00,14,,1.8,52,8.2,4.2,1009.2,1019.4,1,2.33,,31.6,13.8,12.5,12.7,13.4
2022-04-17 11:00,16,,2.9,44,8,3.7,1008.9,1019.1,1,2.95,,38.6,15.5,13,12.7,13.3
2022-04-17 12:00,18.2,,3.1,36,7.5,2.8,1008.3,1018.3,1,3.34,,43.9,17.4,13.8,12.9,13.2
2022-04-17 13:00,19.4,,4.1,34,7.6,3.1,1007.7,1017.7,1,3.45,,45.4,18.9,14.6,13.1,13.2
2022-04-17 14:00,21.3,,3.1,28,7.1,2,1007,1016.9,1,3.28,,45.6,19.9,15.4,13.4,13.3
2022-04-17 15:00,21.2,,4.8,31,7.7,3.3,1006.7,1016.6,1,2.88,,41.2,20.5,16.1,13.8,13.4
2022-04-17 16:00,21,,3.2,33,8.1,4,1006.5,1016.4,1,2.43,,37.2,20.3,16.6,14.3,13.5
2022-04-17 17:00,19.7,,4.1,27,6.2,0.1,1006.6,1016.5,1,1.65,,28,19.8,16.9,14.7,13.7
2022-04-17 18:00,18.9,,2.5,25,5.5,-1.5,1006.4,1016.4,1,0.85,,19.7,18.9,17,15,14
2022-04-17 19:00,17.1,,2.5,27,5.3,-2,1006.7,1016.8,0.2,0.21,,14.5,17.9,16.8,15.3,14.2
2022-04-17 20:00,15.5,,2.7,40,7,1.9,1007.1,1017.3,0,0,,12.2,16.9,16.5,15.4,14.4
2022-04-17 21:00,14.4,,1.8,45,7.4,2.6,1007.4,1017.6,,,,10.1,16.1,16.2,15.5,14.5
2022-04-17 22:00,13.4,,3.2,55,8.4,4.5,1008.1,1018.3,,,,10,15.5,15.8,15.4,14.6
2022-04-17 23:00,12.7,,3.8,58,8.5,4.6,1008.3,1018.6,,,,9.9,15,15.4,15.3,14.7
2022-04-18 0:00,12.2,,2.3,60,8.5,4.6,1008.6,1018.9,,,,9.3,14.6,15.1,15.1,14.7
2022-04-18 1:00,12,,1,61,8.5,4.6,1008.9,1019.2,,,,9.3,14.3,14.8,15,14.7
2022-04-18 2:00,11.9,,1.5,62,8.6,4.8,1008.6,1018.9,,,,9.5,14.1,14.6,14.8,14.7
2022-04-18 3:00,11.5,,0.6,63,8.5,4.6,1008.2,1018.5,,,,9,13.8,14.3,14.6,14.6
2022-04-18 4:00,11.4,,0.8,61,8.2,4.1,1007.8,1018.1,,,,9.2,13.6,14.1,14.5,14.5
2022-04-18 5:00,11.5,,0.6,64,8.7,4.9,1007.9,1018.2,,,,9.3,13.5,13.9,14.3,14.5
2022-04-18 6:00,11.6,,1.4,63,8.5,4.7,1007.8,1018.1,0,0,,9.5,13.4,13.8,14.2,14.4
2022-04-18 7:00,11.6,,1.6,63,8.5,4.7,1007.7,1018,0,0.05,,10.7,13.3,13.6,14,14.3
2022-04-18 8:00,12.5,,1.4,60,8.7,4.9,1008.2,1018.5,0,0.31,,14.4,13.5,13.5,13.9,14.2
2022-04-18 9:00,13.7,,1.5,51,8,3.7,1008.4,1018.6,0,0.62,,18.4,14,13.6,13.8,14.1
2022-04-18 10:00,15.2,,1.9,45,7.7,3.3,1008.2,1018.4,0,1.04,,24.6,14.7,13.8,13.7,14
2022-04-18 11:00,16.8,,2.7,39,7.4,2.7,1008.2,1018.3,0.1,1.73,,29.1,15.9,14.1,13.7,14
2022-04-18 12:00,18.3,,3.6,36,7.5,2.9,1007.8,1017.8,1,2.44,,36.1,17.2,14.6,13.8,13.9
2022-04-18 13:00,19.9,,3.7,30,6.9,1.7,1006.8,1016.8,1,3.19,,42.9,18.7,15.1,14,13.9
2022-04-18 14:00,21.4,,3.6,26,6.6,1,1006.2,1016.1,1,3.17,,44.2,20,15.8,14.2,13.9
2022-04-18 15:00,20.8,,5.1,23,5.6,-1.1,1006.2,1016.2,1,2.87,,39.6,20.5,16.5,14.5,14
2022-04-18 16:00,20.1,,3.8,30,7,1.9,1006.1,1016.1,1,2.32,,35.1,20.2,16.9,14.8,14.1
2022-04-18 17:00,19.7,,4.1,26,6,-0.3,1006.1,1016,1,1.66,,28.5,19.7,17.1,15.2,14.3
2022-04-18 18:00,19.1,,3.3,25,5.5,-1.4,1005.8,1015.8,1,0.91,,19.5,19,17.1,15.4,14.5
2022-04-18 19:00,17.5,,3,31,6.2,0.1,1005.8,1015.8,0.7,0.27,,14.2,18,17,15.6,14.7
2022-04-18 20:00,15.4,,3.1,42,7.3,2.5,1006.6,1016.8,0,0.01,,11.4,17,16.7,15.8,14.8
2022-04-18 21:00,14.2,,2.7,47,7.6,3,1007.4,1017.6,,,,10.1,16.2,16.3,15.8,14.9
2022-04-18 22:00,13.2,,2.5,56,8.5,4.6,1007.6,1017.9,,,,8.8,15.5,16,15.7,15
2022-04-18 23:00,12.5,,1.6,58,8.4,4.4,1007.7,1018,,,,7.6,14.9,15.6,15.6,15.1
2022-04-19 0:00,12.1,,2.3,61,8.5,4.7,1007.9,1018.2,,,,7.6,14.4,15.2,15.4,15
2022-04-19 1:00,11.4,,1.4,63,8.4,4.5,1008.1,1018.4,,,,6.6,14,14.9,15.2,15
2022-04-19 2:00,11,,1.3,68,8.9,5.3,1007.9,1018.3,,,,6,13.7,14.6,15,15
2022-04-19 3:00,10.4,,1.7,69,8.7,4.9,1007.6,1018,,,,5.4,13.3,14.2,14.8,14.9
2022-04-19 4:00,10.1,,1,72,8.8,5.2,1007.3,1017.7,,,,4.6,12.9,13.9,14.6,14.8
2022-04-19 5:00,9.7,,1.1,74,8.8,5.2,1007.1,1017.5,,,,4.5,12.6,13.7,14.4,14.7
2022-04-19 6:00,9.1,,1.7,74,8.5,4.7,1007.2,1017.6,0,0,,4.1,12.3,13.4,14.2,14.6
2022-04-19 7:00,9.1,,1.8,75,8.6,4.8,1007.5,1017.9,0.4,0.18,,6.6,12.1,13.1,14,14.5
2022-04-19 8:00,11.3,,1.7,68,9,5.5,1007.8,1018.1,1,0.74,,14.5,12.4,13,13.8,14.3
2022-04-19 9:00,14.1,,1.7,58,9.3,5.9,1007.9,1018.1,1,1.46,,23.7,13.3,13,13.6,14.2
2022-04-19 10:00,16.6,,2.2,48,9,5.5,1007.9,1018,1,2.14,,32.5,14.8,13.4,13.5,14.1
2022-04-19 11:00,18.3,,1.9,44,9.2,5.8,1007.7,1017.7,1,2.74,,39.4,16.6,13.9,13.5,14
2022-04-19 12:00,20.2,,2.5,39,9.2,5.7,1007.3,1017.3,1,3.15,,44.2,18.5,14.7,13.7,13.9
2022-04-19 13:00,21.7,,2.5,36,9.3,5.9,1006.8,1016.7,1,3.27,,46.3,19.9,15.5,13.9,13.9
2022-04-19 14:00,22,,3.6,35,9.2,5.8,1006.2,1016.1,1,3.19,,45.1,20.8,16.2,14.2,14
2022-04-19 15:00,21.8,,4,31,8.1,3.9,1005.8,1015.7,1,2.92,,42.4,21.2,16.8,14.6,14
2022-04-19 16:00,20.9,,5.1,32,7.8,3.5,1005.7,1015.6,1,2.43,,36.8,21.1,17.3,15,14.2
2022-04-19 17:00,20.1,,3.9,32,7.5,2.8,1005.5,1015.5,1,1.74,,30.1,20.6,17.6,15.4,14.4
2022-04-19 18:00,18.9,,4.6,35,7.6,3,1005.4,1015.4,1,0.93,,19.6,19.7,17.6,15.7,14.6
2022-04-19 19:00,17.2,,2.7,37,7.2,2.3,1005.6,1015.7,0.7,0.27,,14.2,18.6,17.5,15.9,14.8
2022-04-19 20:00,15.7,,3.7,40,7.1,2.1,1006.1,1016.3,0,0.01,,11.6,17.4,17.2,16,15
2022-04-19 21:00,14.7,,2.7,47,7.8,3.4,1006.6,1016.8,,,,10.3,16.6,16.7,16,15.1
2022-04-19 22:00,13.8,,1.5,54,8.5,4.6,1007.1,1017.3,,,,8.8,15.9,16.3,16,15.2
2022-04-19 23:00,13,,1.9,57,8.5,4.6,1007.2,1017.5,,,,8,15.3,15.9,15.9,15.3
2022-04-20 0:00,12.3,,1.5,62,8.8,5.2,1007.6,1017.9,,,,7.1,14.8,15.5,15.7,15.3
2022-04-20 1:00,11.7,,0.9,65,8.9,5.3,1007.4,1017.7,,,,6.4,14.3,15.2,15.5,15.3
2022-04-20 2:00,11.1,,1,68,9,5.4,1007.2,1017.6,,,,5.3,13.8,14.8,15.3,15.2
2022-04-20 3:00,10.7,,1.2,70,9,5.4,1007,1017.4,,,,5.1,13.4,14.5,15.1,15.1
2022-04-20 4:00,10.5,,1.3,73,9.2,5.8,1006.8,1017.2,,,,4.9,13,14.2,14.9,15.1
2022-04-20 5:00,10.1,,0.6,73,9,5.4,1006.6,1017,,,,4.1,12.7,13.9,14.7,14.9
2022-04-20 6:00,9.8,,0.7,74,8.9,5.3,1006.9,1017.3,0,0,,4.2,12.4,13.6,14.5,14.8
2022-04-20 7:00,9.9,,0.9,75,9.1,5.6,1007.3,1017.7,0.5,0.22,,6.9,12.3,13.4,14.3,14.7
2022-04-20 8:00,12.2,,2,67,9.5,6.2,1007.5,1017.8,1,0.82,,15.9,12.7,13.2,14.1,14.6
2022-04-20 9:00,14.8,,1.6,53,8.8,5.2,1007.4,1017.6,1,1.6,,26.3,13.7,13.3,13.9,14.5
2022-04-20 10:00,16.9,,1,43,8.2,4.2,1007,1017.1,1,2.3,,35.7,15.3,13.7,13.8,14.3
2022-04-20 11:00,18.9,,3.1,35,7.6,3,1006.9,1016.9,1,2.92,,41.9,17.2,14.3,13.8,14.3
2022-04-20 12:00,20.8,,3.4,32,7.8,3.4,1005.9,1015.9,1,3.27,,46.9,19,15,14,14.2
2022-04-20 13:00,21.7,,3.9,29,7.5,2.8,1005.5,1015.4,1,3.39,,47.8,20.7,15.8,14.2,14.2
2022-04-20 14:00,21.9,,4.1,25,6.5,0.9,1004.8,1014.7,1,3.33,,46.9,21.7,16.6,14.5,14.2
2022-04-20 15:00,21.4,,4.6,30,7.6,3,1004.1,1014,1,2.95,,43.4,21.9,17.3,14.9,14.3
2022-04-20 16:00,22,,3.3,29,7.6,3.1,1003.6,1013.5,1,2.45,,38.7,21.8,17.7,15.3,14.5
2022-04-20 17:00,21.3,,3.8,27,6.8,1.5,1003.4,1013.3,1,1.77,,31.1,21.2,18,15.7,14.6
2022-04-20 18:00,20.2,,2.9,30,7.1,2,1003.4,1013.4,1,0.94,,20.4,20.3,18.1,16,14.9
2022-04-20 19:00,18.2,,2.9,37,7.7,3.2,1003.5,1013.5,0.8,0.29,,14.9,19.1,17.9,16.2,15.1
2022-04-20 20:00,16.5,,3.3,40,7.5,2.8,1003.8,1013.9,0,0.01,,12.1,18,17.6,16.4,15.3
2022-04-20 21:00,15,,2.2,48,8.1,4,1004.6,1014.8,,,,10.2,17,17.2,16.4,15.4
2022-04-20 22:00,14.2,,2.5,54,8.7,5,1004.8,1015,,,,9.4,16.3,16.7,16.3,15.5
2022-04-20 23:00,13.5,,1.6,54,8.3,4.3,1004.7,1014.9,,,,8,15.6,16.3,16.2,15.6
2022-04-21 0:00,12.9,,1.6,53,7.8,3.5,1004.9,1015.1,,,,7.2,15.1,15.9,16,15.6
2022-04-21 1:00,12.2,,0.8,55,7.8,3.4,1004.7,1015,,,,5.9,14.5,15.5,15.9,15.6
2022-04-21 2:00,11.8,,0.9,55,7.6,3,1004.3,1014.6,,,,5.8,14,15.2,15.6,15.5
2022-04-21 3:00,11.4,,1.5,53,7.1,2.1,1003.7,1014,,,,5.3,13.7,14.8,15.4,15.4
2022-04-21 4:00,10.7,,2,56,7.2,2.2,1003.4,1013.7,,,,4.9,13.3,14.5,15.2,15.3
2022-04-21 5:00,10.2,,2,61,7.6,3,1003.1,1013.5,,,,4.4,12.9,14.2,15,15.2
2022-04-21 6:00,9.7,,1.9,65,7.8,3.4,1002.9,1013.2,0,0,,4.2,12.6,13.9,14.8,15.1
2022-04-21 7:00,10.2,,1.3,65,8.1,3.9,1002.8,1013.2,0.3,0.22,,8,12.4,13.6,14.6,15
2022-04-21 8:00,12.8,,1.6,58,8.5,4.7,1002.6,1012.8,0.5,0.52,,16.1,13,13.5,14.4,14.9
2022-04-21 9:00,15.2,,1.7,52,8.9,5.3,1002.8,1013,0.2,1.01,,24.4,14,13.6,14.2,14.8
2022-04-21 10:00,17.4,,1.2,36,7.1,2.1,1002.4,1012.4,0.7,1.9,,33.4,15.3,14,14.1,14.6
2022-04-21 11:00,20,,2.5,24,5.6,-1.2,1002.2,1012.2,1,2.73,,40,17.2,14.5,14.1,14.5
2022-04-21 12:00,21.3,,3.7,22,5.6,-1.3,1001.7,1011.6,1,3,,41.5,19.1,15.3,14.2,14.5
2022-04-21 13:00,21.1,,3.9,25,6.2,0.2,1001.4,1011.3,0.4,2.05,,34.9,19.8,16,14.5,14.5
2022-04-21 14:00,22.5,,3.9,23,6.2,0.3,1000.4,1010.2,0.9,2.86,,38.8,20.7,16.6,14.8,14.5
2022-04-21 15:00,21.9,,4.5,25,6.5,0.9,999.8,1009.6,0.3,1.79,,33.9,20.7,17.1,15.1,14.6
2022-04-21 16:00,21.4,,5.7,23,5.8,-0.6,999.7,1009.6,0.4,1.71,,30.3,20.6,17.4,15.4,14.7
2022-04-21 17:00,20.2,,5.2,47,11.1,8.5,999.9,1009.8,0.3,1.05,,26.8,20,17.5,15.6,14.8
2022-04-21 18:00,18.8,,4.1,54,11.6,9.2,1000,1009.9,0.3,0.56,,20.5,19.4,17.5,15.8,15
2022-04-21 19:00,17.8,,3.9,55,11.2,8.6,1000.2,1010.2,0,0.14,,16,18.6,17.4,16,15.1
2022-04-21 20:00,17,,3.7,58,11.2,8.6,1000.4,1010.4,0,0,,13.5,17.7,17.2,16.1,15.3
2022-04-21 21:00,16.8,,3.2,55,10.4,7.6,1001,1011,,,,15.2,17.1,16.9,16.1,15.4
2022-04-21 22:00,16.3,,4.3,59,10.9,8.2,1000.8,1010.9,,,,13.1,16.8,16.6,16.1,15.4
2022-04-21 23:00,15.9,,2.7,59,10.6,7.8,1000.9,1011,,,,12.4,16.3,16.3,16,15.5
2022-04-22 0:00,15.3,,2.4,61,10.6,7.8,1001.1,1011.2,,,,11,15.9,16.1,15.9,15.5
2022-04-22 1:00,15.1,,2.5,59,10.1,7.1,1001.1,1011.2,,,,10.5,15.5,15.8,15.8,15.5
2022-04-22 2:00,14.9,,2.9,61,10.3,7.4,1000.7,1010.9,,,,10.2,15.2,15.6,15.7,15.5
2022-04-22 3:00,14.5,,2.5,62,10.2,7.2,1000.7,1010.8,,,,9.9,14.9,15.3,15.5,15.4
2022-04-22 4:00,14.2,,2.2,64,10.3,7.4,1000.5,1010.6,,,,11.3,14.6,15.1,15.4,15.4
2022-04-22 5:00,14.3,,5.2,69,11.2,8.6,1000.3,1010.4,,,,12.6,14.6,15,15.3,15.3
2022-04-22 6:00,14.6,,2.8,68,11.2,8.7,1000.1,1010.2,0,0,,13.1,14.7,14.9,15.1,15.3
2022-04-22 7:00,14.8,,2.7,69,11.6,9.1,1000.3,1010.5,0,0.04,,14,14.7,14.8,15,15.2
2022-04-22 8:00,15.4,,3.8,70,12.2,9.9,999.7,1009.8,0,0.27,,17.1,14.9,14.8,14.9,15.1
2022-04-22 9:00,16.3,,4.2,67,12.4,10.1,999.3,1009.4,0,0.44,,19.4,15.3,14.8,14.9,15
2022-04-22 10:00,16.8,,4.2,69,13.1,11,999.8,1009.8,0,0.45,,17.8,15.8,15,14.8,15
