ID,호선,역명,일시,공기질
22986,2,사당,2022-08-16 17,0
22987,2,사당,2022-08-16 18,0
22988,2,사당,2022-08-16 19,0
22989,2,사당,2022-08-16 20,
22990,2,사당,2022-08-16 21,0
22991,2,사당,2022-08-16 22,0
22992,2,사당,2022-08-16 23,0
22993,2,사당,2022-08-17 00,0
22994,2,사당,2022-08-17 01,0
22995,2,사당,2022-08-17 02,0
22996,2,사당,2022-08-17 03,0
22997,2,사당,2022-08-17 04,0
22998,2,사당,2022-08-17 05,0
22999,2,사당,2022-08-17 06,0
23000,2,사당,2022-08-17 07,0
23001,2,사당,2022-08-17 08,0
23002,2,사당,2022-08-17 09,0
23003,2,사당,2022-08-17 10,0
23004,2,사당,2022-08-17 11,0
23005,2,사당,2022-08-17 12,0
23006,2,사당,2022-08-17 13,0
23007,2,사당,2022-08-17 14,0
23008,2,사당,2022-08-17 15,0
23009,2,사당,2022-08-17 16,0
23010,2,사당,2022-08-17 17,0
23011,2,사당,2022-08-17 18,1
23012,2,사당,2022-08-17 19,0
23013,2,사당,2022-08-17 20,
23014,2,사당,2022-08-17 21,0
23015,2,사당,2022-08-17 22,0
23016,2,사당,2022-08-17 23,0
23017,2,사당,2022-08-18 00,0
23018,2,사당,2022-08-18 01,0
23019,2,사당,2022-08-18 02,1
23020,2,사당,2022-08-18 03,1
23021,2,사당,2022-08-18 04,0
23022,2,사당,2022-08-18 05,0
23023,2,사당,2022-08-18 06,0
23024,2,사당,2022-08-18 07,0
23025,2,사당,2022-08-18 08,0
23026,2,사당,2022-08-18 09,0
23027,2,사당,2022-08-18 10,0
23028,2,사당,2022-08-18 11,0
23029,2,사당,2022-08-18 12,0
23030,2,사당,2022-08-18 13,0
23031,2,사당,2022-08-18 14,0
23032,2,사당,2022-08-18 15,0
23033,2,사당,2022-08-18 16,0
23034,2,사당,2022-08-18 17,0
23035,2,사당,2022-08-18 18,0
23036,2,사당,2022-08-18 19,1
23037,2,사당,2022-08-18 20,
23038,2,사당,2022-08-18 21,0
23039,2,사당,2022-08-18 22,0
23040,2,사당,2022-08-18 23,0
23041,2,사당,2022-08-19 00,0
23042,2,사당,2022-08-19 01,0
23043,2,사당,2022-08-19 02,1
23044,2,사당,2022-08-19 03,1
23045,2,사당,2022-08-19 04,0
23046,2,사당,2022-08-19 05,0
23047,2,사당,2022-08-19 06,0
23048,2,사당,2022-08-19 07,0
23049,2,사당,2022-08-19 08,0
23050,2,사당,2022-08-19 09,0
23051,2,사당,2022-08-19 10,0
23052,2,사당,2022-08-19 11,0
23053,2,사당,2022-08-19 12,0
23054,2,사당,2022-08-19 13,0
23055,2,사당,2022-08-19 14,0
23056,2,사당,2022-08-19 15,1
23057,2,사당,2022-08-19 16,0
23058,2,사당,2022-08-19 17,1
23059,2,사당,2022-08-19 18,0
23060,2,사당,2022-08-19 19,0
23061,2,사당,2022-08-19 20,1
23062,2,사당,2022-08-19 21,1
23063,2,사당,2022-08-19 22,0
23064,2,사당,2022-08-19 23,0
23065,2,사당,2022-08-20 00,1
23066,2,사당,2022-08-20 01,1
23067,2,사당,2022-08-20 02,1
23068,2,사당,2022-08-20 03,1
23069,2,사당,2022-08-20 04,1
23070,2,사당,2022-08-20 05,1
23071,2,사당,2022-08-20 06,0
23072,2,사당,2022-08-20 07,0
23073,2,사당,2022-08-20 08,0
23074,2,사당,2022-08-20 09,0
23075,2,사당,2022-08-20 10,0
23076,2,사당,2022-08-20 11,0
23077,2,사당,2022-08-20 12,0
23078,2,사당,2022-08-20 13,0
23079,2,사당,2022-08-20 14,0
23080,2,사당,2022-08-20 15,0
23081,2,사당,2022-08-20 16,0
23082,2,사당,2022-08-20 17,1
23083,2,사당,2022-08-20 18,1
23084,2,사당,2022-08-20 19,0
23085,2,사당,2022-08-20 20,0
23086,2,사당,2022-08-20 21,0
23087,2,사당,2022-08-20 22,1
23088,2,사당,2022-08-20 23,0
23089,2,사당,2022-08-21 00,0
23090,2,사당,2022-08-21 01,0
23091,2,사당,2022-08-21 02,0
23092,2,사당,2022-08-21 03,0
23093,2,사당,2022-08-21 04,0
23094,2,사당,2022-08-21 05,0
23095,2,사당,2022-08-21 06,0
23096,2,사당,2022-08-21 07,0
23097,2,사당,2022-08-21 08,0
23098,2,사당,2022-08-21 09,0
23099,2,사당,2022-08-21 10,0
23100,2,사당,2022-08-21 11,0
23101,2,사당,2022-08-21 12,0
23102,2,사당,2022-08-21 13,0
23103,2,사당,2022-08-21 14,0
23104,2,사당,2022-08-21 15,0
23105,2,사당,2022-08-21 16,1
23106,2,사당,2022-08-21 17,0
23107,2,사당,2022-08-21 18,0
23108,2,사당,2022-08-21 19,1
23109,2,사당,2022-08-21 20,0
23110,2,사당,2022-08-21 21,0
23111,2,사당,2022-08-21 22,0
23112,2,사당,2022-08-21 23,0
23113,2,사당,2022-08-22 00,1
23114,2,사당,2022-08-22 01,0
23115,2,사당,2022-08-22 02,0
23116,2,사당,2022-08-22 03,0
23117,2,사당,2022-08-22 04,0
23118,2,사당,2022-08-22 05,0
23119,2,사당,2022-08-22 06,0
23120,2,사당,2022-08-22 07,0
23121,2,사당,2022-08-22 08,0
23122,2,사당,2022-08-22 09,0
23123,2,사당,2022-08-22 10,0
23124,2,사당,2022-08-22 11,0
23125,2,사당,2022-08-22 12,0
23126,2,사당,2022-08-22 13,0
23127,2,사당,2022-08-22 14,0
23128,2,사당,2022-08-22 15,0
23129,2,사당,2022-08-22 16,0
23130,2,사당,2022-08-22 17,0
23131,2,사당,2022-08-22 18,0
23132,2,사당,2022-08-22 19,0
23133,2,사당,2022-08-22 20,0
23134,2,사당,2022-08-22 21,0
23135,2,사당,2022-08-22 22,0
23136,2,사당,2022-08-22 23,0
23137,2,사당,2022-08-23 00,0
23138,2,사당,2022-08-23 01,0
23139,2,사당,2022-08-23 02,0
23140,2,사당,2022-08-23 03,0
23141,2,사당,2022-08-23 04,0
23142,2,사당,2022-08-23 05,0
23143,2,사당,2022-08-23 06,0
23144,2,사당,2022-08-23 07,0
23145,2,사당,2022-08-23 08,0
23146,2,사당,2022-08-23 09,0
23147,2,사당,2022-08-23 10,0
23148,2,사당,2022-08-23 11,0
23149,2,사당,2022-08-23 12,0
23150,2,사당,2022-08-23 13,0
23151,2,사당,2022-08-23 14,0
23152,2,사당,2022-08-23 15,0
23153,2,사당,2022-08-23 16,0
23154,2,사당,2022-08-23 17,0
23155,2,사당,2022-08-23 18,0
23156,2,사당,2022-08-23 19,1
23157,2,사당,2022-08-23 20,1
23158,2,사당,2022-08-23 21,
23159,2,사당,2022-08-23 22,0
23160,2,사당,2022-08-23 23,0
23161,2,사당,2022-08-24 00,0
23162,2,사당,2022-08-24 01,0
23163,2,사당,2022-08-24 02,0
23164,2,사당,2022-08-24 03,1
23165,2,사당,2022-08-24 04,0
23166,2,사당,2022-08-24 05,0
23167,2,사당,2022-08-24 06,0
23168,2,사당,2022-08-24 07,0
23169,2,사당,2022-08-24 08,0
23170,2,사당,2022-08-24 09,0
23171,2,사당,2022-08-24 10,0
23172,2,사당,2022-08-24 11,0
23173,2,사당,2022-08-24 12,0
23174,2,사당,2022-08-24 13,0
23175,2,사당,2022-08-24 14,0
23176,2,사당,2022-08-24 15,1
23177,2,사당,2022-08-24 16,0
23178,2,사당,2022-08-24 17,0
23179,2,사당,2022-08-24 18,0
23180,2,사당,2022-08-24 19,0
23181,2,사당,2022-08-24 20,0
23182,2,사당,2022-08-24 21,0
23183,2,사당,2022-08-24 22,0
23184,2,사당,2022-08-24 23,0
23185,2,사당,2022-08-25 00,0
23186,2,사당,2022-08-25 01,0
23187,2,사당,2022-08-25 02,0
23188,2,사당,2022-08-25 03,1
23189,2,사당,2022-08-25 04,0
23190,2,사당,2022-08-25 05,0
23191,2,사당,2022-08-25 06,0
23192,2,사당,2022-08-25 07,0
23193,2,사당,2022-08-25 08,0
23194,2,사당,2022-08-25 09,0
23195,2,사당,2022-08-25 10,0
23196,2,사당,2022-08-25 11,0
23197,2,사당,2022-08-25 12,0
23198,2,사당,2022-08-25 13,0
23199,2,사당,2022-08-25 14,0
23200,2,사당,2022-08-25 15,0
23201,2,사당,2022-08-25 16,0
23202,2,사당,2022-08-25 17,0
23203,2,사당,2022-08-25 18,0
23204,2,사당,2022-08-25 19,0
23205,2,사당,2022-08-25 20,
23206,2,사당,2022-08-25 21,0
23207,2,사당,2022-08-25 22,0
23208,2,사당,2022-08-25 23,0
23209,2,사당,2022-08-26 00,0
23210,2,사당,2022-08-26 01,0
23211,2,사당,2022-08-26 02,
23212,2,사당,2022-08-26 03,
23213,2,사당,2022-08-26 04,
23214,2,사당,2022-08-26 05,
23215,2,사당,2022-08-26 06,
23216,2,사당,2022-08-26 07,
23217,2,사당,2022-08-26 08,
23218,2,사당,2022-08-26 09,
23219,2,사당,2022-08-26 10,
23220,2,사당,2022-08-26 11,
23221,2,사당,2022-08-26 12,
23222,2,사당,2022-08-26 13,
23223,2,사당,2022-08-26 14,
23224,2,사당,2022-08-26 15,
23225,2,사당,2022-08-26 16,
23226,2,사당,2022-08-26 17,
23227,2,사당,2022-08-26 18,
23228,2,사당,2022-08-26 19,
23229,2,사당,2022-08-26 20,
23230,2,사당,2022-08-26 21,0
23231,2,사당,2022-08-26 22,0
23232,2,사당,2022-08-26 23,0
23233,2,사당,2022-08-27 00,1
23234,2,사당,2022-08-27 01,1
23235,2,사당,2022-08-27 02,1
23236,2,사당,2022-08-27 03,1
23237,2,사당,2022-08-27 04,1
23238,2,사당,2022-08-27 05,0
23239,2,사당,2022-08-27 06,0
23240,2,사당,2022-08-27 07,0
23241,2,사당,2022-08-27 08,0
23242,2,사당,2022-08-27 09,0
23243,2,사당,2022-08-27 10,0
23244,2,사당,2022-08-27 11,0
23245,2,사당,2022-08-27 12,0
23246,2,사당,2022-08-27 13,0
23247,2,사당,2022-08-27 14,0
23248,2,사당,2022-08-27 15,0
23249,2,사당,2022-08-27 16,0
23250,2,사당,2022-08-27 17,0
23251,2,사당,2022-08-27 18,0
23252,2,사당,2022-08-27 19,0
23253,2,사당,2022-08-27 20,0
23254,2,사당,2022-08-27 21,0
23255,2,사당,2022-08-27 22,0
23256,2,사당,2022-08-27 23,0
23257,2,사당,2022-08-28 00,0
23258,2,사당,2022-08-28 01,0
23259,2,사당,2022-08-28 02,0
23260,2,사당,2022-08-28 03,0
23261,2,사당,2022-08-28 04,0
23262,2,사당,2022-08-28 05,0
23263,2,사당,2022-08-28 06,0
23264,2,사당,2022-08-28 07,0
23265,2,사당,2022-08-28 08,0
23266,2,사당,2022-08-28 09,0
23267,2,사당,2022-08-28 10,0
23268,2,사당,2022-08-28 11,0
23269,2,사당,2022-08-28 12,0
23270,2,사당,2022-08-28 13,0
23271,2,사당,2022-08-28 14,0
23272,2,사당,2022-08-28 15,0
23273,2,사당,2022-08-28 16,1
23274,2,사당,2022-08-28 17,0
23275,2,사당,2022-08-28 18,0
23276,2,사당,2022-08-28 19,0
23277,2,사당,2022-08-28 20,
23278,2,사당,2022-08-28 21,0
23279,2,사당,2022-08-28 22,0
23280,2,사당,2022-08-28 23,0
23281,2,사당,2022-08-29 00,0
23282,2,사당,2022-08-29 01,0
23283,2,사당,2022-08-29 02,1
23284,2,사당,2022-08-29 03,0
23285,2,사당,2022-08-29 04,0
23286,2,사당,2022-08-29 05,0
23287,2,사당,2022-08-29 06,0
23288,2,사당,2022-08-29 07,0
23289,2,사당,2022-08-29 08,0
23290,2,사당,2022-08-29 09,0
23291,2,사당,2022-08-29 10,0
23292,2,사당,2022-08-29 11,0
23293,2,사당,2022-08-29 12,0
23294,2,사당,2022-08-29 13,0
23295,2,사당,2022-08-29 14,0
23296,2,사당,2022-08-29 15,0
23297,2,사당,2022-08-29 16,0
23298,2,사당,2022-08-29 17,0
23299,2,사당,2022-08-29 18,0
23300,2,사당,2022-08-29 19,0
23301,2,사당,2022-08-29 20,0
23302,2,사당,2022-08-29 21,0
23303,2,사당,2022-08-29 22,0
23304,2,사당,2022-08-29 23,0
23305,2,사당,2022-08-30 00,0
23306,2,사당,2022-08-30 01,0
23307,2,사당,2022-08-30 02,0
23308,2,사당,2022-08-30 03,0
23309,2,사당,2022-08-30 04,0
23310,2,사당,2022-08-30 05,0
23311,2,사당,2022-08-30 06,0
23312,2,사당,2022-08-30 07,0
23313,2,사당,2022-08-30 08,0
23314,2,사당,2022-08-30 09,0
23315,2,사당,2022-08-30 10,0
23316,2,사당,2022-08-30 11,0
23317,2,사당,2022-08-30 12,0
23318,2,사당,2022-08-30 13,0
23319,2,사당,2022-08-30 14,0
23320,2,사당,2022-08-30 15,0
23321,2,사당,2022-08-30 16,0
23322,2,사당,2022-08-30 17,0
23323,2,사당,2022-08-30 18,0
23324,2,사당,2022-08-30 19,0
23325,2,사당,2022-08-30 20,0
23326,2,사당,2022-08-30 21,0
23327,2,사당,2022-08-30 22,0
23328,2,사당,2022-08-30 23,0
23329,2,사당,2022-08-31 00,0
23330,2,사당,2022-08-31 01,0
23331,2,사당,2022-08-31 02,0
23332,2,사당,2022-08-31 03,0
23333,2,사당,2022-08-31 04,0
23334,2,사당,2022-08-31 05,0
23335,2,사당,2022-08-31 06,0
23336,2,사당,2022-08-31 07,0
23337,2,사당,2022-08-31 08,0
23338,2,사당,2022-08-31 09,0
23339,2,사당,2022-08-31 10,0
23340,2,사당,2022-08-31 11,0
23341,2,사당,2022-08-31 12,0
23342,2,사당,2022-08-31 13,0
23343,2,사당,2022-08-31 14,0
23344,2,사당,2022-08-31 15,0
23345,2,사당,2022-08-31 16,0
23346,2,사당,2022-08-31 17,0
23347,2,사당,2022-08-31 18,0
23348,2,사당,2022-08-31 19,0
23349,2,사당,2022-08-31 20,0
23350,2,사당,2022-08-31 21,0
23351,2,사당,2022-08-31 22,0
23352,2,사당,2022-08-31 23,0
23353,2,사당,2022-09-01 00,0
23354,2,사당,2022-09-01 01,0
23355,2,사당,2022-09-01 02,0
23356,2,사당,2022-09-01 03,0
23357,2,사당,2022-09-01 04,0
23358,2,사당,2022-09-01 05,0
23359,2,사당,2022-09-01 06,0
23360,2,사당,2022-09-01 07,0
23361,2,사당,2022-09-01 08,0
23362,2,사당,2022-09-01 09,0
23363,2,사당,2022-09-01 10,0
23364,2,사당,2022-09-01 11,0
23365,2,사당,2022-09-01 12,0
23366,2,사당,2022-09-01 13,0
23367,2,사당,2022-09-01 14,0
23368,2,사당,2022-09-01 15,0
23369,2,사당,2022-09-01 16,0
23370,2,사당,2022-09-01 17,1
23371,2,사당,2022-09-01 18,1
23372,2,사당,2022-09-01 19,1
23373,2,사당,2022-09-01 20,
23374,2,사당,2022-09-01 21,1
23375,2,사당,2022-09-01 22,0
23376,2,사당,2022-09-01 23,0
23377,2,사당,2022-09-02 00,1
23378,2,사당,2022-09-02 01,0
23379,2,사당,2022-09-02 02,0
23380,2,사당,2022-09-02 03,0
23381,2,사당,2022-09-02 04,0
23382,2,사당,2022-09-02 05,0
23383,2,사당,2022-09-02 06,0
23384,2,사당,2022-09-02 07,0
23385,2,사당,2022-09-02 08,0
23386,2,사당,2022-09-02 09,0
23387,2,사당,2022-09-02 10,0
23388,2,사당,2022-09-02 11,0
23389,2,사당,2022-09-02 12,0
23390,2,사당,2022-09-02 13,0
23391,2,사당,2022-09-02 14,0
23392,2,사당,2022-09-02 15,0
23393,2,사당,2022-09-02 16,0
23394,2,사당,2022-09-02 17,0
23395,2,사당,2022-09-02 18,0
23396,2,사당,2022-09-02 19,0
23397,2,사당,2022-09-02 20,0
23398,2,사당,2022-09-02 21,0
23399,2,사당,2022-09-02 22,0
23400,2,사당,2022-09-02 23,0
23401,2,사당,2022-09-03 00,0
23402,2,사당,2022-09-03 01,0
23403,2,사당,2022-09-03 02,0
23404,2,사당,2022-09-03 03,0
23405,2,사당,2022-09-03 04,0
23406,2,사당,2022-09-03 05,0
23407,2,사당,2022-09-03 06,0
23408,2,사당,2022-09-03 07,0
23409,2,사당,2022-09-03 08,0
23410,2,사당,2022-09-03 09,0
23411,2,사당,2022-09-03 10,0
23412,2,사당,2022-09-03 11,0
23413,2,사당,2022-09-03 12,0
23414,2,사당,2022-09-03 13,0
23415,2,사당,2022-09-03 14,0
23416,2,사당,2022-09-03 15,0
23417,2,사당,2022-09-03 16,0
23418,2,사당,2022-09-03 17,0
23419,2,사당,2022-09-03 18,0
23420,2,사당,2022-09-03 19,0
23421,2,사당,2022-09-03 20,0
23422,2,사당,2022-09-03 21,0
23423,2,사당,2022-09-03 22,0
23424,2,사당,2022-09-03 23,0
23425,2,사당,2022-09-04 00,0
23426,2,사당,2022-09-04 01,0
23427,2,사당,2022-09-04 02,0
23428,2,사당,2022-09-04 03,0
23429,2,사당,2022-09-04 04,0
23430,2,사당,2022-09-04 05,0
23431,2,사당,2022-09-04 06,0
23432,2,사당,2022-09-04 07,0
23433,2,사당,2022-09-04 08,0
23434,2,사당,2022-09-04 09,0
23435,2,사당,2022-09-04 10,0
23436,2,사당,2022-09-04 11,0
23437,2,사당,2022-09-04 12,0
23438,2,사당,2022-09-04 13,0
23439,2,사당,2022-09-04 14,0
23440,2,사당,2022-09-04 15,0
23441,2,사당,2022-09-04 16,0
23442,2,사당,2022-09-04 17,0
23443,2,사당,2022-09-04 18,0
23444,2,사당,2022-09-04 19,0
23445,2,사당,2022-09-04 20,0
23446,2,사당,2022-09-04 21,0
23447,2,사당,2022-09-04 22,0
23448,2,사당,2022-09-04 23,0
23449,2,사당,2022-09-05 00,
23450,2,사당,2022-09-05 01,
23451,2,사당,2022-09-05 02,
23452,2,사당,2022-09-05 03,0
23453,2,사당,2022-09-05 04,0
23454,2,사당,2022-09-05 05,0
23455,2,사당,2022-09-05 06,0
23456,2,사당,2022-09-05 07,0
23457,2,사당,2022-09-05 08,0
23458,2,사당,2022-09-05 09,0
23459,2,사당,2022-09-05 10,0
23460,2,사당,2022-09-05 11,0
23461,2,사당,2022-09-05 12,0
23462,2,사당,2022-09-05 13,0
23463,2,사당,2022-09-05 14,0
23464,2,사당,2022-09-05 15,0
23465,2,사당,2022-09-05 16,0
23466,2,사당,2022-09-05 17,0
23467,2,사당,2022-09-05 18,0
23468,2,사당,2022-09-05 19,0
23469,2,사당,2022-09-05 20,0
23470,2,사당,2022-09-05 21,0
23471,2,사당,2022-09-05 22,0
23472,2,사당,2022-09-05 23,0
23473,2,사당,2022-09-06 00,0
23474,2,사당,2022-09-06 01,0
23475,2,사당,2022-09-06 02,0
23476,2,사당,2022-09-06 03,0
23477,2,사당,2022-09-06 04,0
23478,2,사당,2022-09-06 05,0
23479,2,사당,2022-09-06 06,0
23480,2,사당,2022-09-06 07,0
23481,2,사당,2022-09-06 08,0
23482,2,사당,2022-09-06 09,0
23483,2,사당,2022-09-06 10,0
23484,2,사당,2022-09-06 11,0
23485,2,사당,2022-09-06 12,0
23486,2,사당,2022-09-06 13,0
23487,2,사당,2022-09-06 14,1
23488,2,사당,2022-09-06 15,0
23489,2,사당,2022-09-06 16,1
23490,2,사당,2022-09-06 17,0
23491,2,사당,2022-09-06 18,0
23492,2,사당,2022-09-06 19,1
23493,2,사당,2022-09-06 20,1
23494,2,사당,2022-09-06 21,1
23495,2,사당,2022-09-06 22,1
23496,2,사당,2022-09-06 23,0
23497,2,사당,2022-09-07 00,1
23498,2,사당,2022-09-07 01,0
23499,2,사당,2022-09-07 02,0
23500,2,사당,2022-09-07 03,0
23501,2,사당,2022-09-07 04,0
23502,2,사당,2022-09-07 05,0
23503,2,사당,2022-09-07 06,0
23504,2,사당,2022-09-07 07,0
23505,2,사당,2022-09-07 08,0
23506,2,사당,2022-09-07 09,0
23507,2,사당,2022-09-07 10,0
23508,2,사당,2022-09-07 11,0
23509,2,사당,2022-09-07 12,0
23510,2,사당,2022-09-07 13,1
23511,2,사당,2022-09-07 14,1
23512,2,사당,2022-09-07 15,1
23513,2,사당,2022-09-07 16,1
23514,2,사당,2022-09-07 17,1
23515,2,사당,2022-09-07 18,1
23516,2,사당,2022-09-07 19,1
23517,2,사당,2022-09-07 20,1
23518,2,사당,2022-09-07 21,1
23519,2,사당,2022-09-07 22,1
23520,2,사당,2022-09-07 23,0
23521,2,사당,2022-09-08 00,1
23522,2,사당,2022-09-08 01,0
23523,2,사당,2022-09-08 02,0
23524,2,사당,2022-09-08 03,0
23525,2,사당,2022-09-08 04,0
23526,2,사당,2022-09-08 05,0
23527,2,사당,2022-09-08 06,0
23528,2,사당,2022-09-08 07,0
23529,2,사당,2022-09-08 08,0
23530,2,사당,2022-09-08 09,0
23531,2,사당,2022-09-08 10,0
23532,2,사당,2022-09-08 11,0
23533,2,사당,2022-09-08 12,0
23534,2,사당,2022-09-08 13,0
23535,2,사당,2022-09-08 14,0
23536,2,사당,2022-09-08 15,0
23537,2,사당,2022-09-08 16,0
23538,2,사당,2022-09-08 17,1
23539,2,사당,2022-09-08 18,1
23540,2,사당,2022-09-08 19,1
23541,2,사당,2022-09-08 20,
23542,2,사당,2022-09-08 21,1
23543,2,사당,2022-09-08 22,1
23544,2,사당,2022-09-08 23,1
23545,2,사당,2022-09-09 00,1
23546,2,사당,2022-09-09 01,0
23547,2,사당,2022-09-09 02,0
23548,2,사당,2022-09-09 03,0
23549,2,사당,2022-09-09 04,0
23550,2,사당,2022-09-09 05,0
23551,2,사당,2022-09-09 06,0
23552,2,사당,2022-09-09 07,0
23553,2,사당,2022-09-09 08,0
23554,2,사당,2022-09-09 09,0
23555,2,사당,2022-09-09 10,0
23556,2,사당,2022-09-09 11,0
23557,2,사당,2022-09-09 12,0
23558,2,사당,2022-09-09 13,0
23559,2,사당,2022-09-09 14,0
23560,2,사당,2022-09-09 15,0
23561,2,사당,2022-09-09 16,0
23562,2,사당,2022-09-09 17,0
23563,2,사당,2022-09-09 18,0
23564,2,사당,2022-09-09 19,0
23565,2,사당,2022-09-09 20,
23566,2,사당,2022-09-09 21,0
23567,2,사당,2022-09-09 22,0
23568,2,사당,2022-09-09 23,0
23569,2,사당,2022-09-10 00,0
23570,2,사당,2022-09-10 01,0
23571,2,사당,2022-09-10 02,0
23572,2,사당,2022-09-10 03,0
23573,2,사당,2022-09-10 04,0
23574,2,사당,2022-09-10 05,0
23575,2,사당,2022-09-10 06,0
23576,2,사당,2022-09-10 07,0
23577,2,사당,2022-09-10 08,0
23578,2,사당,2022-09-10 09,0
23579,2,사당,2022-09-10 10,0
23580,2,사당,2022-09-10 11,0
23581,2,사당,2022-09-10 12,0
23582,2,사당,2022-09-10 13,0
23583,2,사당,2022-09-10 14,0
23584,2,사당,2022-09-10 15,0
23585,2,사당,2022-09-10 16,0
23586,2,사당,2022-09-10 17,0
23587,2,사당,2022-09-10 18,0
23588,2,사당,2022-09-10 19,0
23589,2,사당,2022-09-10 20,0
23590,2,사당,2022-09-10 21,0
23591,2,사당,2022-09-10 22,0
23592,2,사당,2022-09-10 23,0
23593,2,사당,2022-09-11 00,0
23594,2,사당,2022-09-11 01,0
23595,2,사당,2022-09-11 02,0
23596,2,사당,2022-09-11 03,0
23597,2,사당,2022-09-11 04,0
23598,2,사당,2022-09-11 05,0
23599,2,사당,2022-09-11 06,0
23600,2,사당,2022-09-11 07,0
23601,2,사당,2022-09-11 08,0
23602,2,사당,2022-09-11 09,0
23603,2,사당,2022-09-11 10,0
23604,2,사당,2022-09-11 11,0
23605,2,사당,2022-09-11 12,0
23606,2,사당,2022-09-11 13,0
23607,2,사당,2022-09-11 14,0
23608,2,사당,2022-09-11 15,0
23609,2,사당,2022-09-11 16,0
23610,2,사당,2022-09-11 17,0
23611,2,사당,2022-09-11 18,1
23612,2,사당,2022-09-11 19,0
23613,2,사당,2022-09-11 20,
23614,2,사당,2022-09-11 21,
23615,2,사당,2022-09-11 22,0
23616,2,사당,2022-09-11 23,0
23617,2,사당,2022-09-12 00,0
23618,2,사당,2022-09-12 01,0
23619,2,사당,2022-09-12 02,1
23620,2,사당,2022-09-12 03,0
23621,2,사당,2022-09-12 04,0
23622,2,사당,2022-09-12 05,0
23623,2,사당,2022-09-12 06,0
23624,2,사당,2022-09-12 07,0
23625,2,사당,2022-09-12 08,0
23626,2,사당,2022-09-12 09,0
23627,2,사당,2022-09-12 10,0
23628,2,사당,2022-09-12 11,0
23629,2,사당,2022-09-12 12,0
23630,2,사당,2022-09-12 13,0
23631,2,사당,2022-09-12 14,0
23632,2,사당,2022-09-12 15,0
23633,2,사당,2022-09-12 16,0
23634,2,사당,2022-09-12 17,0
23635,2,사당,2022-09-12 18,0
23636,2,사당,2022-09-12 19,0
23637,2,사당,2022-09-12 20,
23638,2,사당,2022-09-12 21,0
23639,2,사당,2022-09-12 22,0
23640,2,사당,2022-09-12 23,0
23641,2,사당,2022-09-13 00,0
23642,2,사당,2022-09-13 01,0
23643,2,사당,2022-09-13 02,0
23644,2,사당,2022-09-13 03,0
23645,2,사당,2022-09-13 04,0
23646,2,사당,2022-09-13 05,0
23647,2,사당,2022-09-13 06,0
23648,2,사당,2022-09-13 07,0
23649,2,사당,2022-09-13 08,0
23650,2,사당,2022-09-13 09,0
23651,2,사당,2022-09-13 10,0
23652,2,사당,2022-09-13 11,0
23653,2,사당,2022-09-13 12,0
23654,2,사당,2022-09-13 13,0
23655,2,사당,2022-09-13 14,0
23656,2,사당,2022-09-13 15,0
23657,2,사당,2022-09-13 16,0
23658,2,사당,2022-09-13 17,0
23659,2,사당,2022-09-13 18,0
23660,2,사당,2022-09-13 19,1
23661,2,사당,2022-09-13 20,
23662,2,사당,2022-09-13 21,
23663,2,사당,2022-09-13 22,0
23664,2,사당,2022-09-13 23,0
23665,2,사당,2022-09-14 00,0
23666,2,사당,2022-09-14 01,0
23667,2,사당,2022-09-14 02,0
23668,2,사당,2022-09-14 03,0
23669,2,사당,2022-09-14 04,0
23670,2,사당,2022-09-14 05,0
23671,2,사당,2022-09-14 06,0
23672,2,사당,2022-09-14 07,0
23673,2,사당,2022-09-14 08,0
23674,2,사당,2022-09-14 09,0
23675,2,사당,2022-09-14 10,0
23676,2,사당,2022-09-14 11,0
23677,2,사당,2022-09-14 12,0
23678,2,사당,2022-09-14 13,0
23679,2,사당,2022-09-14 14,0
23680,2,사당,2022-09-14 15,0
23681,2,사당,2022-09-14 16,0
23682,2,사당,2022-09-14 17,0
23683,2,사당,2022-09-14 18,0
23684,2,사당,2022-09-14 19,0
23685,2,사당,2022-09-14 20,
23686,2,사당,2022-09-14 21,0
23687,2,사당,2022-09-14 22,0
23688,2,사당,2022-09-14 23,0
23689,2,사당,2022-09-15 00,0
23690,2,사당,2022-09-15 01,0
23691,2,사당,2022-09-15 02,0
23692,2,사당,2022-09-15 03,0
23693,2,사당,2022-09-15 04,0
23694,2,사당,2022-09-15 05,0
23695,2,사당,2022-09-15 06,0
23696,2,사당,2022-09-15 07,0
23697,2,사당,2022-09-15 08,1
23698,2,사당,2022-09-15 09,1
23699,2,사당,2022-09-15 10,0
23700,2,사당,2022-09-15 11,0
23701,2,사당,2022-09-15 12,0
23702,2,사당,2022-09-15 13,0
23703,2,사당,2022-09-15 14,0
23704,2,사당,2022-09-15 15,0
23705,2,사당,2022-09-15 16,0
23706,2,사당,2022-09-15 17,0
23707,2,사당,2022-09-15 18,0
23708,2,사당,2022-09-15 19,0
23709,2,사당,2022-09-15 20,
23710,2,사당,2022-09-15 21,
23711,2,사당,2022-09-15 22,0
23712,2,사당,2022-09-15 23,0
23713,2,사당,2022-09-16 00,0
23714,2,사당,2022-09-16 01,0
23715,2,사당,2022-09-16 02,0
23716,2,사당,2022-09-16 03,1
23717,2,사당,2022-09-16 04,1
23718,2,사당,2022-09-16 05,0
23719,2,사당,2022-09-16 06,0
23720,2,사당,2022-09-16 07,0
23721,2,사당,2022-09-16 08,0
23722,2,사당,2022-09-16 09,0
23723,2,사당,2022-09-16 10,0
